epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.45048001408576965,1.4951919317245483,0.6490362882614136,0.24803631007671356,0.1142578125,60.467044830322266,0.10940951108932495,0.1036551371216774
1,0.6430790424346924,0.982431948184967,0.7759720683097839,0.49673590064048767,0.4617745578289032,2.1621222496032715,0.5303030014038086,0.390625
2,0.7895967960357666,0.6029471755027771,0.8637740612030029,0.706790030002594,0.7356305718421936,0.9958077073097229,0.7673041820526123,0.7052176594734192
3,0.8897538781166077,0.3327220678329468,0.9207046627998352,0.8556815981864929,0.9221540093421936,0.23057635128498077,0.9299164414405823,0.9162946343421936
4,0.9320998191833496,0.20922742784023285,0.9470136761665344,0.9171932339668274,0.9395926594734192,0.20195794105529785,0.9431339502334595,0.9370814561843872
5,0.9481934309005737,0.16546882688999176,0.9558070302009583,0.937755286693573,0.9605189561843872,0.13807395100593567,0.963004469871521,0.9587053656578064
6,0.9545819759368896,0.14306972920894623,0.9609787464141846,0.947425365447998,0.9508928656578064,0.3026445508003235,0.9533482789993286,0.9493582844734192
7,0.9604817628860474,0.12165019661188126,0.966117262840271,0.9555943608283997,0.9409877061843872,0.2843002378940582,0.942841112613678,0.9388951063156128
8,0.9644615054130554,0.11107110977172852,0.9686828255653381,0.9599581360816956,0.9372209906578064,0.3533567786216736,0.9390039443969727,0.9363839030265808
9,0.9666608572006226,0.10634062439203262,0.9702973961830139,0.9625065326690674,0.9514508843421936,0.24782581627368927,0.9530069828033447,0.9506138563156128
