epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.25809040665626526,1.8041882514953613,0.5454545617103577,0.00041892126318998635,0.3063616156578064,1.7401984930038452,0.0,0.0
1,0.35276663303375244,1.6612892150878906,0.6412085890769958,0.05334264412522316,0.4075055718421936,1.5680961608886719,0.7431761622428894,0.0835658460855484
2,0.4018153250217438,1.5624111890792847,0.6955930590629578,0.12508291006088257,0.4250836968421936,1.4956969022750854,0.7501643896102905,0.1591796875
3,0.4284866452217102,1.4903857707977295,0.7217457890510559,0.16453133523464203,0.4365234375,1.449205756187439,0.6809815764427185,0.2013113796710968
4,0.4534473717212677,1.4345752000808716,0.73271644115448,0.19350671768188477,0.4875836968421936,1.348928689956665,0.7904617190361023,0.2173549085855484
5,0.4711467921733856,1.3830105066299438,0.7455986738204956,0.2232501357793808,0.5078125,1.319243311882019,0.7964688539505005,0.2265625
6,0.4950951337814331,1.340127944946289,0.7413285970687866,0.24622097611427307,0.5177176594734192,1.2670211791992188,0.7505470514297485,0.287109375
7,0.5069296360015869,1.2996264696121216,0.7489332556724548,0.26961076259613037,0.5375279188156128,1.2240426540374756,0.7819110155105591,0.2991071343421936
8,0.5227090120315552,1.2635756731033325,0.7554357647895813,0.2935241758823395,0.5627790093421936,1.1816056966781616,0.800000011920929,0.3208705484867096
9,0.5358701348304749,1.234519600868225,0.7546131610870361,0.3112235963344574,0.5770089030265808,1.1672122478485107,0.8344554305076599,0.2939453125
10,0.5461686253547668,1.2051634788513184,0.7490440011024475,0.3282248079776764,0.5859375,1.1231948137283325,0.7897971868515015,0.3585379421710968
11,0.5598883032798767,1.1791385412216187,0.7576797008514404,0.3470064699649811,0.5912388563156128,1.1061946153640747,0.8096556067466736,0.3673270046710968
12,0.565369188785553,1.1604784727096558,0.7590503692626953,0.35939955711364746,0.6021205186843872,1.074629545211792,0.7976531386375427,0.3888113796710968
13,0.5738872289657593,1.1373016834259033,0.761603057384491,0.3735032379627228,0.6208147406578064,1.042236566543579,0.8243364095687866,0.3856026828289032
14,0.581672191619873,1.118880271911621,0.763038694858551,0.3881654739379883,0.6263951063156128,1.0244615077972412,0.8057308197021484,0.4275948703289032
15,0.5917263031005859,1.0946189165115356,0.7664698362350464,0.403316468000412,0.6379743218421936,0.9934793710708618,0.7958425879478455,0.4486607015132904
16,0.5967533588409424,1.0798287391662598,0.7677481770515442,0.4171757698059082,0.6526227593421936,0.9637500643730164,0.8339397311210632,0.4476841390132904
17,0.604363739490509,1.0606945753097534,0.7719331383705139,0.4241926968097687,0.6640625,0.9527629613876343,0.8482541441917419,0.4507533609867096
18,0.6128119826316833,1.0455207824707031,0.7731507420539856,0.4374934434890747,0.6683872938156128,0.9180989861488342,0.822325587272644,0.4933035671710968
19,0.6161633729934692,1.025721549987793,0.7721473574638367,0.44789665937423706,0.6708984375,0.9022876024246216,0.8271835446357727,0.494140625
20,0.6274044513702393,1.0069283246994019,0.7773151397705078,0.4626985490322113,0.6720145344734192,0.9030706286430359,0.8242231607437134,0.5069754719734192
21,0.6322569251060486,0.9931864142417908,0.7770219445228577,0.47055333852767944,0.68359375,0.8665274977684021,0.8206556439399719,0.5343192219734192
22,0.6382265686988831,0.9759771823883057,0.7799297571182251,0.4807819724082947,0.6717354655265808,0.9013730883598328,0.8108647465705872,0.5101841688156128
23,0.6417524814605713,0.9691920876502991,0.780692458152771,0.48727527260780334,0.6865234375,0.8517836928367615,0.8064777255058289,0.5558035969734192
24,0.6515622138977051,0.9518666863441467,0.7812226414680481,0.4978879392147064,0.7191685438156128,0.8041126132011414,0.8556138277053833,0.5464564561843872
25,0.6557165384292603,0.9355296492576599,0.7858873009681702,0.5097224712371826,0.7155413031578064,0.8074074387550354,0.8645690679550171,0.5290178656578064
26,0.6603595614433289,0.9208121299743652,0.7868136763572693,0.5157619118690491,0.7273995280265808,0.7711977958679199,0.847161591053009,0.568359375
27,0.6677954196929932,0.9068444967269897,0.7893748879432678,0.5285739302635193,0.7426060438156128,0.7633695602416992,0.8779433965682983,0.5669642686843872
28,0.6713562607765198,0.8940379619598389,0.7929705381393433,0.5387327671051025,0.7385602593421936,0.7397341728210449,0.855795681476593,0.6077008843421936
29,0.6788270473480225,0.874712347984314,0.797500491142273,0.5480188727378845,0.7434430718421936,0.722894012928009,0.8488125205039978,0.61328125
30,0.6852853894233704,0.8641381859779358,0.7952036261558533,0.5556292533874512,0.7565569281578064,0.7112785577774048,0.8649649024009705,0.6192801594734192
31,0.6883225440979004,0.8499491214752197,0.7944422364234924,0.5628905296325684,0.7573939561843872,0.6975218057632446,0.8730221390724182,0.6157923936843872
32,0.6932448744773865,0.8402647972106934,0.8005122542381287,0.5673590302467346,0.7536272406578064,0.6906318068504333,0.8442831039428711,0.6489955186843872
33,0.6970500946044922,0.8256261348724365,0.8021201491355896,0.5784953832626343,0.7625557780265808,0.6770150065422058,0.8600073456764221,0.6522042155265808
34,0.7029848098754883,0.8122820258140564,0.8067315816879272,0.5873974561691284,0.7859932780265808,0.6415858864784241,0.8745599389076233,0.6584821343421936
35,0.7110839486122131,0.7968379259109497,0.8094069957733154,0.5989527106285095,0.77734375,0.6391254663467407,0.8620439171791077,0.6625279188156128
36,0.7122010588645935,0.791613757610321,0.8088070154190063,0.6040146350860596,0.7917131781578064,0.6353455185890198,0.8856716156005859,0.6614118218421936
37,0.7196718454360962,0.7735489010810852,0.8153810501098633,0.612567663192749,0.8130580186843872,0.5906904935836792,0.8985874652862549,0.6922432780265808
38,0.7215569615364075,0.7658739686012268,0.8148659467697144,0.6184674501419067,0.8196149468421936,0.5600473284721375,0.8988272547721863,0.7163783311843872
39,0.7251876592636108,0.7560128569602966,0.816195547580719,0.625973105430603,0.8204520344734192,0.56846684217453,0.9035213589668274,0.7015904188156128
40,0.734159529209137,0.7367154955863953,0.8195196986198425,0.6337580680847168,0.8133370280265808,0.5579196214675903,0.8950295448303223,0.7184709906578064
41,0.7332518696784973,0.7330524325370789,0.8205716609954834,0.6363763213157654,0.8193359375,0.5412861108779907,0.8956611752510071,0.7257254719734192
42,0.73971027135849,0.7177256345748901,0.8252331614494324,0.6455227732658386,0.8349609375,0.5042670369148254,0.9033775925636292,0.75
43,0.74173504114151,0.7076401710510254,0.8243643641471863,0.6508291363716125,0.8391461968421936,0.49444207549095154,0.907066285610199,0.7557198405265808
44,0.7473904490470886,0.7019805908203125,0.8265588879585266,0.6566591262817383,0.83984375,0.514720618724823,0.9084640741348267,0.7352120280265808
45,0.7524524331092834,0.6839591264724731,0.8307343125343323,0.6639204025268555,0.8360770344734192,0.49310925602912903,0.9014598727226257,0.7580915093421936
46,0.7552452683448792,0.6723689436912537,0.8338677287101746,0.6718100905418396,0.8579798936843872,0.47063103318214417,0.9288638830184937,0.7596260905265808
47,0.7561529278755188,0.671811580657959,0.8301512002944946,0.6709024310112,0.8641182780265808,0.44331642985343933,0.9249793887138367,0.7826451063156128
48,0.7632047533988953,0.6527988314628601,0.8361685872077942,0.6829463839530945,0.8717913031578064,0.42981308698654175,0.9311078190803528,0.7938057780265808
49,0.7652295231819153,0.6453036069869995,0.8353736400604248,0.6860883235931396,0.8761160969734192,0.41836363077163696,0.9302098751068115,0.7977120280265808
50,0.7717227935791016,0.6359735727310181,0.8397601246833801,0.6941176652908325,0.8800223469734192,0.4106217324733734,0.9365391135215759,0.798828125
51,0.770675539970398,0.6283283233642578,0.8398350477218628,0.6967009902000427,0.8857421875,0.41257980465888977,0.9445731043815613,0.7964564561843872
52,0.7774131894111633,0.624177098274231,0.8415254950523376,0.704067051410675,0.8830915093421936,0.36456114053726196,0.9277501702308655,0.8330078125
53,0.7785302996635437,0.6132020354270935,0.8423359394073486,0.7044510245323181,0.8970423936843872,0.3938136696815491,0.9517115950584412,0.8028739094734192
54,0.7818118333816528,0.6033096313476562,0.8462274074554443,0.7106301188468933,0.8987165093421936,0.35426822304725647,0.9449238777160645,0.8401227593421936
55,0.7868738174438477,0.5915014147758484,0.8485723733901978,0.7179612517356873,0.8928571343421936,0.35847917199134827,0.9331040978431702,0.8328682780265808
56,0.7892826199531555,0.5886551737785339,0.8502016067504883,0.7214173674583435,0.9051339030265808,0.3356030285358429,0.9457303881645203,0.8436104655265808
57,0.7929481863975525,0.58042311668396,0.8505459427833557,0.7233723402023315,0.9098772406578064,0.32972028851509094,0.9497503042221069,0.8490513563156128
58,0.7933670878410339,0.5694501399993896,0.8516797423362732,0.7292721271514893,0.9129464030265808,0.31935545802116394,0.9509970545768738,0.8582589030265808
