epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.45058473944664,1.4308629035949707,0.7010524272918701,0.2232501357793808,0.5463169813156128,1.1631944179534912,0.7904411554336548,0.3299386203289032
1,0.5755978226661682,1.1251415014266968,0.7359582781791687,0.40390992164611816,0.6517857313156128,0.9638739824295044,0.8401617407798767,0.4348493218421936
2,0.6306161880493164,0.9812962412834167,0.7553020715713501,0.4923372268676758,0.6572265625,0.9140381813049316,0.7623918056488037,0.5407366156578064
3,0.6789666414260864,0.8621620535850525,0.7793703079223633,0.5694885849952698,0.7367466688156128,0.7241426110267639,0.8338821530342102,0.6358817219734192
4,0.7252923846244812,0.7482907176017761,0.8037161827087402,0.6402513384819031,0.77734375,0.5980011224746704,0.8355830311775208,0.716796875
5,0.7708500623703003,0.6284847855567932,0.8309046030044556,0.7086402773857117,0.8239397406578064,0.49568459391593933,0.8875554800033569,0.7532086968421936
6,0.8111712336540222,0.5202470421791077,0.8550239205360413,0.7667306661605835,0.8751395344734192,0.39459872245788574,0.9302511811256409,0.8112444281578064
7,0.8470239043235779,0.43191754817962646,0.8807969689369202,0.8148717284202576,0.9075055718421936,0.2727206349372864,0.9314100742340088,0.8828125
8,0.8747774362564087,0.3591153621673584,0.899302065372467,0.8502007126808167,0.8734654188156128,0.3279024064540863,0.8982378840446472,0.8533760905265808
9,0.8927212357521057,0.30568936467170715,0.9119551777839661,0.8750567436218262,0.9030413031578064,0.2792738080024719,0.922508716583252,0.8885323405265808
